relative_ms,protocol,can_id,byte0,byte1,byte2,byte3,byte4,byte5,byte6,byte7
29962,CAN,512,185,16,240,255,167,95,0,0
29975,CAN,256,33,107,87,92,188,0,0,0
29987,CAN,512,146,16,163,3,154,86,0,0
30000,CAN,256,83,102,57,117,181,255,0,0
30012,CAN,512,133,16,34,2,134,84,0,0
30025,CAN,256,63,98,23,114,236,0,0,0
30037,CAN,512,65,16,37,1,146,80,0,0
30050,CAN,256,129,99,92,99,165,255,0,0
30062,CAN,512,51,16,167,254,165,80,0,0
30075,CAN,256,10,102,47,104,206,255,0,0
30087,CAN,512,165,16,137,255,165,88,0,0
30100,CAN,256,227,87,23,126,249,255,0,0
30112,CAN,512,6,16,120,0,159,83,0,0
30125,CAN,256,132,94,71,76,53,0,0,0
30137,CAN,512,238,15,236,0,157,82,0,0
30150,CAN,256,63,67,56,102,247,0,0,0
30162,CAN,512,223,16,182,254,152,84,0,0
30175,CAN,256,189,86,39,91,145,1,0,0
30187,CAN,512,91,16,154,254,169,76,0,0
30200,CAN,256,152,84,84,92,20,1,0,0
30212,CAN,512,45,16,70,255,158,85,0,0
30225,CAN,256,239,105,65,75,192,254,0,0
30237,CAN,512,38,16,49,1,151,84,0,0
30250,CAN,256,73,84,84,97,240,0,0,0
30262,CAN,512,203,15,41,1,158,90,0,0
30275,CAN,256,16,118,43,108,40,255,0,0
30287,CAN,512,254,15,135,0,165,90,0,0
30300,CAN,256,64,87,72,106,55,0,0,0
30312,CAN,512,81,16,241,253,151,91,0,0
30325,CAN,256,195,85,52,100,152,254,0,0
30337,CAN,512,38,16,141,254,158,77,0,0
30350,CAN,256,22,81,79,107,101,255,0,0
30362,CAN,512,50,16,16,1,157,82,0,0
30375,CAN,256,219,96,114,96,97,0,0,0
30387,CAN,512,131,16,236,254,162,92,0,0
30400,CAN,256,246,100,89,119,106,255,0,0
30412,CAN,512,35,16,82,0,175,88,0,0
30425,CAN,256,55,81,68,101,3,0,0,0
30437,CAN,512,179,16,198,0,166,85,0,0
30450,CAN,256,176,118,52,67,15,0,0,0
30462,CAN,512,150,16,77,254,163,80,0,0
30475,CAN,256,11,99,84,81,210,0,0,0
30487,CAN,512,113,16,210,253,150,84,0,0
30500,CAN,256,6,96,56,123,246,255,0,0
30512,CAN,512,138,16,125,1,158,86,0,0
30525,CAN,256,123,102,44,115,126,0,0,0
30537,CAN,512,33,16,164,251,160,89,0,0
30550,CAN,256,84,93,51,112,133,0,0,0
30562,CAN,512,100,16,9,253,152,87,0,0
30575,CAN,256,84,95,88,128,78,0,0,0
30587,CAN,512,103,16,112,0,159,86,0,0
30600,CAN,256,177,103,44,105,158,254,0,0
30612,CAN,512,83,16,14,251,163,84,0,0
30625,CAN,256,144,73,74,90,239,254,0,0
30637,CAN,512,102,16,164,3,165,81,0,0
30650,CAN,256,252,104,64,112,100,253,0,0
30662,CAN,512,209,16,178,251,160,84,0,0
30675,CAN,256,66,81,73,126,120,0,0,0
30687,CAN,512,212,16,218,1,152,97,0,0
30700,CAN,256,196,122,59,104,141,0,0,0
30712,CAN,512,130,16,45,1,172,81,0,0
30725,CAN,256,186,98,86,98,233,255,0,0
30737,CAN,512,11,17,205,252,160,90,0,0
30750,CAN,256,211,96,36,99,134,0,0,0
30762,CAN,512,65,16,196,0,168,91,0,0
30775,CAN,256,54,91,68,92,149,255,0,0
30787,CAN,512,93,16,4,254,170,83,0,0
30800,CAN,256,176,93,22,84,100,0,0,0
30812,CAN,512,100,16,128,253,156,84,0,0
30825,CAN,256,170,103,44,62,250,255,0,0
30837,CAN,512,229,15,174,254,166,79,0,0
30850,CAN,256,167,86,42,70,57,1,0,0
30862,CAN,512,245,16,143,254,146,76,0,0
30875,CAN,256,103,122,54,97,162,0,0,0
30887,CAN,512,148,16,54,255,158,95,0,0
30900,CAN,256,192,90,54,74,169,255,0,0
30912,CAN,512,222,15,60,255,167,83,0,0
30925,CAN,256,215,77,71,106,93,255,0,0
30937,CAN,512,16,16,169,254,157,82,0,0
30950,CAN,256,75,109,77,106,49,0,0,0
30962,CAN,512,84,16,203,1,157,88,0,0
30975,CAN,256,182,88,68,118,41,1,0,0
30987,CAN,512,211,16,180,255,147,81,0,0
31000,CAN,256,184,84,55,85,17,0,0,0
31012,CAN,512,192,15,135,253,167,83,0,0
31025,CAN,256,94,75,62,108,199,0,0,0
31037,CAN,512,190,16,173,251,168,82,0,0
31050,CAN,256,20,96,60,118,234,255,0,0
31062,CAN,512,82,16,251,255,159,77,0,0
31075,CAN,256,208,107,37,117,116,254,0,0
31087,CAN,512,169,16,73,1,151,85,0,0
31100,CAN,256,139,89,38,78,141,255,0,0
31112,CAN,512,128,16,169,255,175,85,0,0
31125,CAN,256,5,85,45,93,243,254,0,0
31137,CAN,512,246,16,214,255,164,90,0,0
31150,CAN,256,4,71,35,107,23,254,0,0
31162,CAN,512,209,16,35,251,157,81,0,0
31175,CAN,256,109,84,48,85,187,255,0,0
31187,CAN,512,86,16,188,255,167,83,0,0
31200,CAN,256,229,94,37,57,13,0,0,0
31212,CAN,512,186,16,213,251,168,88,0,0
31225,CAN,256,164,99,70,88,35,1,0,0
31237,CAN,512,111,16,179,255,157,74,0,0
31250,CAN,256,126,99,58,80,24,1,0,0
31262,CAN,512,121,16,20,2,160,83,0,0
31275,CAN,256,168,91,47,95,118,0,0,0
31287,CAN,512,71,16,35,255,156,88,0,0
31300,CAN,256,114,101,50,64,143,0,0,0
31312,CAN,512,213,16,160,253,163,83,0,0
31325,CAN,256,84,114,48,108,255,255,0,0
31337,CAN,512,204,16,214,255,152,84,0,0
31350,CAN,256,189,111,36,101,112,0,0,0
31362,CAN,512,21,16,57,3,168,78,0,0
31375,CAN,256,105,107,20,93,130,255,0,0
31387,CAN,512,158,16,56,0,130,82,0,0
31400,CAN,256,208,95,74,137,48,0,0,0
31412,CAN,512,137,16,37,255,166,82,0,0
31425,CAN,256,189,92,105,99,212,254,0,0
31437,CAN,512,30,16,204,254,164,89,0,0
31450,CAN,256,243,79,64,79,160,255,0,0
31462,CAN,512,93,16,135,0,152,79,0,0
31475,CAN,256,131,94,25,78,155,255,0,0
31487,CAN,512,216,16,104,252,145,83,0,0
31500,CAN,256,151,102,53,97,45,255,0,0
31512,CAN,512,76,16,23,0,157,84,0,0
31525,CAN,256,62,102,44,73,235,255,0,0
31537,CAN,512,217,15,201,4,153,81,0,0
31550,CAN,256,125,78,51,92,136,0,0,0
31562,CAN,512,39,16,103,255,169,80,0,0
31575,CAN,256,122,100,46,140,55,254,0,0
31587,CAN,512,44,16,55,2,151,84,0,0
31600,CAN,256,245,77,94,80,47,0,0,0
31612,CAN,512,243,16,110,0,155,84,0,0
31625,CAN,256,76,89,19,111,61,0,0,0
31637,CAN,512,206,16,88,255,154,87,0,0
31650,CAN,256,99,110,16,104,163,0,0,0
31662,CAN,512,46,16,36,253,158,87,0,0
31675,CAN,256,242,113,113,118,223,0,0,0
31687,CAN,512,27,16,35,255,172,86,0,0
31700,CAN,256,40,102,38,127,85,0,0,0
31712,CAN,512,164,16,126,253,164,91,0,0
31725,CAN,256,27,117,84,118,140,0,0,0
31737,CAN,512,137,16,167,3,161,86,0,0
31750,CAN,256,2,83,44,98,95,0,0,0
31762,CAN,512,30,16,234,253,160,83,0,0
31775,CAN,256,3,95,59,107,235,254,0,0
31787,CAN,512,134,16,9,1,154,85,0,0
31800,CAN,256,50,81,37,87,21,0,0,0
31812,CAN,512,116,16,184,0,157,85,0,0
31825,CAN,256,174,71,82,65,101,255,0,0
31837,CAN,512,8,16,28,0,157,82,0,0
31850,CAN,256,4,82,76,137,175,255,0,0
31862,CAN,512,175,16,152,0,149,74,0,0
31875,CAN,256,36,95,79,99,240,255,0,0
31887,CAN,512,159,16,207,252,150,92,0,0
31900,CAN,256,29,96,74,93,34,0,0,0
31912,CAN,512,43,16,120,255,168,82,0,0
31925,CAN,256,55,101,38,105,29,0,0,0
31937,CAN,512,89,16,240,2,154,88,0,0
31950,CAN,256,66,81,89,113,14,0,0,0
31962,CAN,512,92,16,17,255,165,76,0,0
31975,CAN,256,119,91,23,100,76,0,0,0
31987,CAN,512,156,16,67,252,166,93,0,0
32000,CAN,256,30,89,39,88,140,1,0,0
32012,CAN,512,119,16,181,255,167,79,0,0
32025,CAN,256,228,71,60,103,33,255,0,0
32037,CAN,512,107,16,132,255,171,97,0,0
32050,CAN,256,230,73,54,92,193,255,0,0
32062,CAN,512,76,16,56,254,153,85,0,0
32075,CAN,256,113,102,31,135,159,254,0,0
32087,CAN,512,47,17,243,0,164,86,0,0
32100,CAN,256,109,106,73,121,195,255,0,0
32112,CAN,512,22,16,192,0,154,81,0,0
32125,CAN,256,33,88,65,92,35,0,0,0
32137,CAN,512,127,16,148,254,149,77,0,0
32150,CAN,256,38,88,90,127,122,0,0,0
32162,CAN,512,117,16,177,0,152,79,0,0
32175,CAN,256,135,108,92,96,188,0,0,0
32187,CAN,512,38,16,41,1,152,86,0,0
32200,CAN,256,103,104,32,87,30,1,0,0
32212,CAN,512,28,16,188,254,148,88,0,0
32225,CAN,256,27,89,58,83,220,255,0,0
32237,CAN,512,253,15,90,255,163,81,0,0
32250,CAN,256,26,92,94,119,198,0,0,0
32262,CAN,512,215,16,38,2,159,81,0,0
32275,CAN,256,40,112,86,77,157,255,0,0
32287,CAN,512,242,16,155,255,162,89,0,0
32300,CAN,256,253,108,70,116,186,255,0,0
32312,CAN,512,226,16,188,253,166,81,0,0
32325,CAN,256,120,94,22,135,230,0,0,0
32337,CAN,512,143,16,173,0,157,87,0,0
32350,CAN,256,221,85,45,112,50,255,0,0
32362,CAN,512,48,16,129,255,152,85,0,0
32375,CAN,256,11,78,58,123,30,0,0,0
32387,CAN,512,150,16,145,0,155,88,0,0
32400,CAN,256,192,96,79,70,146,255,0,0
32412,CAN,512,88,16,16,254,169,89,0,0
32425,CAN,256,223,94,75,82,4,255,0,0
32437,CAN,512,71,16,131,1,161,91,0,0
32450,CAN,256,211,98,86,126,125,0,0,0
32462,CAN,512,161,15,84,255,153,88,0,0
32475,CAN,256,185,74,79,96,70,1,0,0
32487,CAN,512,223,16,254,253,166,88,0,0
32500,CAN,256,132,91,46,94,129,255,0,0
32512,CAN,512,184,16,148,254,179,85,0,0
32525,CAN,256,141,105,59,64,130,255,0,0
32537,CAN,512,138,16,116,1,157,84,0,0
32550,CAN,256,82,103,54,88,140,1,0,0
32562,CAN,512,163,15,18,1,155,92,0,0
32575,CAN,256,105,98,63,82,180,0,0,0
32587,CAN,512,115,16,210,1,165,93,0,0
32600,CAN,256,82,114,79,110,137,0,0,0
32612,CAN,512,113,16,214,254,182,77,0,0
32625,CAN,256,204,99,36,126,240,0,0,0
32637,CAN,512,70,16,91,254,160,78,0,0
32650,CAN,256,164,101,93,95,138,1,0,0
32662,CAN,512,96,16,128,0,157,90,0,0
32675,CAN,256,68,89,49,98,104,1,0,0
32687,CAN,512,251,15,84,0,169,86,0,0
32700,CAN,256,195,107,28,85,7,0,0,0
32712,CAN,512,131,16,193,253,167,84,0,0
32725,CAN,256,239,87,62,98,243,254,0,0
32737,CAN,512,1,16,37,1,153,85,0,0
32750,CAN,256,162,65,94,79,82,0,0,0
32762,CAN,512,150,16,93,2,168,90,0,0
32775,CAN,256,38,105,58,126,13,0,0,0
32787,CAN,512,109,16,128,0,167,92,0,0
32800,CAN,256,150,90,74,78,129,0,0,0
32812,CAN,512,197,16,44,255,155,92,0,0
32825,CAN,256,79,97,55,90,242,0,0,0
32837,CAN,512,16,16,228,0,170,83,0,0
32850,CAN,256,196,95,52,81,215,254,0,0
32862,CAN,512,109,16,192,0,174,76,0,0
32875,CAN,256,56,96,48,114,178,0,0,0
32887,CAN,512,108,16,146,3,162,79,0,0
32900,CAN,256,148,110,66,115,47,254,0,0
32912,CAN,512,191,16,116,253,143,85,0,0
32925,CAN,256,182,105,74,105,142,255,0,0
32937,CAN,512,185,16,35,5,157,85,0,0
32950,CAN,256,213,85,68,130,197,0,0,0
32962,CAN,512,45,16,230,255,162,82,0,0
32975,CAN,256,67,107,34,115,253,255,0,0
32987,CAN,512,118,16,145,1,153,89,0,0
33000,CAN,256,212,122,70,83,174,255,0,0
33012,CAN,512,123,15,142,255,160,84,0,0
33025,CAN,256,140,74,82,124,166,0,0,0
33037,CAN,512,8,16,251,254,161,85,0,0
33050,CAN,256,93,79,73,115,156,255,0,0
33062,CAN,512,35,16,4,254,162,80,0,0
33075,CAN,256,147,90,69,95,214,254,0,0
33087,CAN,512,182,16,22,3,165,94,0,0
33100,CAN,256,81,74,88,120,244,255,0,0
33112,CAN,512,6,16,55,2,169,88,0,0
33125,CAN,256,115,140,63,134,80,0,0,0
33137,CAN,512,6,16,21,253,149,73,0,0
33150,CAN,256,178,110,32,70,246,0,0,0
33162,CAN,512,176,15,192,255,159,84,0,0
33175,CAN,256,176,67,51,92,225,255,0,0
33187,CAN,512,136,16,152,0,153,78,0,0
33200,CAN,256,119,102,77,74,221,255,0,0
33212,CAN,512,62,16,215,252,165,84,0,0
33225,CAN,256,239,63,63,115,160,0,0,0
33237,CAN,512,34,16,226,252,163,84,0,0
33250,CAN,256,252,84,60,114,151,0,0,0
33262,CAN,512,204,16,1,1,146,76,0,0
33275,CAN,256,226,89,35,115,66,255,0,0
33287,CAN,512,247,16,2,2,146,84,0,0
33300,CAN,256,37,99,27,75,239,255,0,0
33312,CAN,512,28,17,14,254,161,83,0,0
33325,CAN,256,95,117,35,93,172,255,0,0
33337,CAN,512,29,16,249,254,164,88,0,0
33350,CAN,256,116,73,42,81,14,0,0,0
33362,CAN,512,177,16,254,2,165,88,0,0
33375,CAN,256,160,92,74,72,37,0,0,0
33387,CAN,512,134,16,140,0,161,78,0,0
33400,CAN,256,89,86,40,92,11,0,0,0
33412,CAN,512,57,16,14,1,159,90,0,0
33425,CAN,256,197,101,76,79,189,255,0,0
33437,CAN,512,159,16,183,0,161,89,0,0
33450,CAN,256,117,102,64,86,43,1,0,0
33462,CAN,512,210,16,133,2,155,78,0,0
33475,CAN,256,152,73,50,95,115,0,0,0
33487,CAN,512,12,16,227,255,162,86,0,0
33500,CAN,256,118,94,53,93,215,255,0,0
33512,CAN,512,174,16,204,0,160,80,0,0
33525,CAN,256,156,97,31,89,72,0,0,0
33537,CAN,512,171,16,101,255,151,78,0,0
33550,CAN,256,4,106,61,82,129,1,0,0
33562,CAN,512,210,16,208,254,153,87,0,0
33575,CAN,256,25,83,32,98,139,255,0,0
33587,CAN,512,127,16,221,1,163,87,0,0
33600,CAN,256,105,64,58,78,141,0,0,0
33612,CAN,512,186,15,204,2,137,90,0,0
33625,CAN,256,35,110,51,91,40,0,0,0
33637,CAN,512,149,16,69,1,157,77,0,0
33650,CAN,256,208,73,41,107,67,0,0,0
33662,CAN,512,38,16,25,1,153,90,0,0
33675,CAN,256,138,97,50,75,254,255,0,0
33687,CAN,512,81,16,130,1,160,91,0,0
33700,CAN,256,197,86,40,107,151,0,0,0
33712,CAN,512,116,16,242,252,154,90,0,0
33725,CAN,256,155,103,31,63,121,1,0,0
33737,CAN,512,151,16,136,255,148,85,0,0
33750,CAN,256,239,61,38,103,37,255,0,0
33762,CAN,512,14,16,15,0,169,93,0,0
33775,CAN,256,6,98,73,101,135,0,0,0
33787,CAN,512,216,16,92,255,155,75,0,0
33800,CAN,256,196,84,101,94,171,1,0,0
33812,CAN,512,83,16,182,253,153,77,0,0
33825,CAN,256,73,83,61,97,225,0,0,0
33837,CAN,512,187,16,205,255,158,82,0,0
33850,CAN,256,195,97,25,101,214,0,0,0
33862,CAN,512,253,15,134,252,152,87,0,0
33875,CAN,256,8,80,39,104,25,255,0,0
33887,CAN,512,158,15,255,255,158,90,0,0
33900,CAN,256,211,91,55,122,93,255,0,0
33912,CAN,512,143,16,21,1,150,80,0,0
33925,CAN,256,254,95,41,100,207,255,0,0
33937,CAN,512,71,16,12,0,161,83,0,0
33950,CAN,256,28,87,48,90,169,254,0,0
33962,CAN,512,66,16,14,254,161,91,0,0
33975,CAN,256,111,106,79,139,113,0,0,0
33987,CAN,512,142,16,154,1,149,81,0,0
34000,CAN,256,47,93,87,124,135,0,0,0
34012,CAN,512,125,16,198,255,166,85,0,0
34025,CAN,256,136,97,85,90,230,254,0,0
34037,CAN,512,225,16,20,254,168,80,0,0
34050,CAN,256,17,105,48,91,240,0,0,0
34062,CAN,512,25,16,178,4,158,89,0,0
34075,CAN,256,90,113,67,91,105,255,0,0
34087,CAN,512,172,16,85,0,153,84,0,0
34100,CAN,256,4,81,84,102,64,255,0,0
34112,CAN,512,232,16,32,2,170,90,0,0
34125,CAN,256,35,89,59,111,139,255,0,0
34137,CAN,512,250,16,11,0,159,76,0,0
34150,CAN,256,246,102,70,107,50,0,0,0
34162,CAN,512,163,16,67,253,165,87,0,0
34175,CAN,256,101,109,88,107,147,0,0,0
34187,CAN,512,99,16,241,254,157,80,0,0
34200,CAN,256,68,103,39,95,124,255,0,0
34212,CAN,512,203,16,155,253,158,90,0,0
34225,CAN,256,99,85,51,75,49,255,0,0
34237,CAN,512,152,16,232,253,163,82,0,0
34250,CAN,256,42,115,55,142,25,0,0,0
34262,CAN,512,180,16,159,254,148,86,0,0
34275,CAN,256,0,103,74,80,147,253,0,0
34287,CAN,512,68,16,106,1,169,89,0,0
34300,CAN,256,236,102,74,109,122,0,0,0
34312,CAN,512,227,16,250,0,158,95,0,0
34325,CAN,256,105,85,78,86,109,255,0,0
34337,CAN,512,138,16,66,255,159,82,0,0
34350,CAN,256,69,106,11,66,205,0,0,0
34362,CAN,512,75,16,168,1,163,78,0,0
34375,CAN,256,116,104,88,70,52,0,0,0
34387,CAN,512,173,16,117,254,172,84,0,0
34400,CAN,256,44,107,91,79,197,255,0,0
34412,CAN,512,91,16,22,0,161,80,0,0
34425,CAN,256,76,78,56,92,224,0,0,0
34437,CAN,512,104,16,67,255,161,86,0,0
34450,CAN,256,227,92,77,89,34,255,0,0
34462,CAN,512,181,16,168,255,150,89,0,0
34475,CAN,256,226,102,87,95,250,254,0,0
34487,CAN,512,45,16,208,0,151,87,0,0
34500,CAN,256,253,77,33,98,202,255,0,0
34512,CAN,512,95,16,33,255,161,86,0,0
34525,CAN,256,116,77,52,82,4,255,0,0
34537,CAN,512,80,16,26,0,153,75,0,0
34550,CAN,256,188,109,40,87,115,255,0,0
34562,CAN,512,205,15,71,254,161,83,0,0
34575,CAN,256,171,85,68,104,59,255,0,0
34587,CAN,512,67,16,117,0,162,85,0,0
34600,CAN,256,247,73,45,116,168,254,0,0
34612,CAN,512,17,16,77,2,151,78,0,0
34625,CAN,256,42,101,42,129,103,1,0,0
34637,CAN,512,143,16,39,255,160,80,0,0
34650,CAN,256,133,75,55,104,240,0,0,0
34662,CAN,512,210,16,206,252,142,92,0,0
34675,CAN,256,164,91,88,120,187,255,0,0
34687,CAN,512,115,16,251,254,172,79,0,0
34700,CAN,256,133,78,72,103,78,255,0,0
34712,CAN,512,102,16,241,255,165,84,0,0
34725,CAN,256,106,102,67,107,60,255,0,0
34737,CAN,512,145,16,130,2,155,87,0,0
34750,CAN,256,32,103,47,91,2,1,0,0
34762,CAN,512,29,16,139,0,149,84,0,0
34775,CAN,256,173,98,72,111,228,254,0,0
34787,CAN,512,127,16,180,254,162,83,0,0
34800,CAN,256,191,73,82,98,184,0,0,0
34812,CAN,512,37,16,194,1,149,82,0,0
34825,CAN,256,58,95,68,107,202,255,0,0
34837,CAN,512,187,16,98,0,171,76,0,0
34850,CAN,256,16,87,60,114,42,0,0,0
34862,CAN,512,219,16,4,3,156,95,0,0
34875,CAN,256,111,103,57,142,107,1,0,0
34887,CAN,512,147,16,19,0,154,83,0,0
34900,CAN,256,127,100,49,67,40,0,0,0
34912,CAN,512,137,16,157,253,161,78,0,0
34925,CAN,256,187,91,64,119,175,0,0,0
34937,CAN,512,118,16,190,0,165,84,0,0
34950,CAN,256,230,80,53,87,101,255,0,0
34962,CAN,512,139,16,239,1,159,84,0,0
34975,CAN,256,75,103,35,107,53,1,0,0
34987,CAN,512,197,16,186,0,164,86,0,0
35000,CAN,256,185,74,65,108,88,0,0,0
35012,CAN,512,29,16,151,3,170,87,0,0
35025,CAN,256,49,94,51,91,252,255,0,0
35037,CAN,512,168,16,199,0,157,84,0,0
35050,CAN,256,154,79,47,70,230,255,0,0
35062,CAN,512,91,16,48,1,155,85,0,0
35075,CAN,256,69,102,42,93,145,0,0,0
35087,CAN,512,141,16,189,254,155,84,0,0
35100,CAN,256,148,102,75,117,54,255,0,0
35112,CAN,512,6,17,65,253,160,90,0,0
35125,CAN,256,101,78,60,93,219,254,0,0
35137,CAN,512,214,15,192,255,160,84,0,0
35150,CAN,256,22,77,69,73,243,255,0,0
35162,CAN,512,127,16,109,254,163,91,0,0
35175,CAN,256,73,81,69,93,239,0,0,0
35187,CAN,512,173,16,45,1,174,88,0,0
35200,CAN,256,219,103,61,86,11,0,0,0
35212,CAN,512,166,16,61,1,168,83,0,0
35225,CAN,256,245,85,37,82,108,1,0,0
35237,CAN,512,79,16,156,254,159,89,0,0
35250,CAN,256,178,73,62,94,142,0,0,0
35262,CAN,512,69,16,251,255,154,79,0,0
35275,CAN,256,59,106,54,81,51,0,0,0
35287,CAN,512,150,16,95,1,169,94,0,0
35300,CAN,256,192,99,73,97,48,0,0,0
35312,CAN,512,28,16,109,0,152,79,0,0
35325,CAN,256,54,94,60,96,0,0,0,0
35337,CAN,512,250,15,131,1,156,78,0,0
35350,CAN,256,31,83,80,95,149,255,0,0
35362,CAN,512,9,17,234,0,144,79,0,0
35375,CAN,256,31,106,52,123,62,255,0,0
35387,CAN,512,248,15,127,0,166,81,0,0
35400,CAN,256,170,100,65,132,215,255,0,0
35412,CAN,512,24,16,213,255,173,87,0,0
35425,CAN,256,101,104,83,114,177,255,0,0
35437,CAN,512,225,16,177,0,152,83,0,0
35450,CAN,256,18,86,31,73,211,255,0,0
35462,CAN,512,99,16,55,253,151,80,0,0
35475,CAN,256,46,102,77,98,132,0,0,0
35487,CAN,512,68,16,130,255,156,82,0,0
35500,CAN,256,19,96,47,87,165,255,0,0
35512,CAN,512,106,16,235,3,151,82,0,0
35525,CAN,256,163,96,38,124,187,0,0,0
35537,CAN,512,18,16,230,0,171,82,0,0
35550,CAN,256,238,91,45,104,17,0,0,0
35562,CAN,512,154,16,189,2,165,90,0,0
35575,CAN,256,30,113,44,95,172,1,0,0
35587,CAN,512,50,16,107,254,147,88,0,0
35600,CAN,256,135,93,55,96,89,0,0,0
35612,CAN,512,73,16,99,1,176,84,0,0
35625,CAN,256,187,107,68,116,170,0,0,0
35637,CAN,512,34,16,62,0,152,92,0,0
35650,CAN,256,11,82,34,53,128,0,0,0
35662,CAN,512,202,16,19,254,153,83,0,0
35675,CAN,256,187,81,64,93,148,1,0,0
35687,CAN,512,96,16,205,255,170,85,0,0
35700,CAN,256,128,105,24,103,91,255,0,0
35712,CAN,512,121,16,7,254,163,79,0,0
35725,CAN,256,251,77,65,111,51,0,0,0
35737,CAN,512,94,16,200,253,150,95,0,0
35750,CAN,256,63,74,69,150,191,0,0,0
35762,CAN,512,229,16,138,0,163,79,0,0
35775,CAN,256,211,125,73,109,136,255,0,0
35787,CAN,512,243,16,40,255,164,89,0,0
35800,CAN,256,182,81,99,79,150,255,0,0
35812,CAN,512,132,16,224,254,150,85,0,0
35825,CAN,256,59,81,71,104,61,0,0,0
35837,CAN,512,160,16,144,250,151,86,0,0
35850,CAN,256,89,120,68,61,28,1,0,0
35862,CAN,512,250,15,192,254,152,84,0,0
35875,CAN,256,21,81,82,87,56,0,0,0
35887,CAN,512,23,16,205,0,156,94,0,0
35900,CAN,256,246,102,83,112,134,255,0,0
35912,CAN,512,109,16,37,255,166,93,0,0
35925,CAN,256,22,96,82,64,253,255,0,0
35937,CAN,512,194,16,90,1,161,91,0,0
35950,CAN,256,214,106,69,101,57,255,0,0
35962,CAN,512,156,15,168,253,161,86,0,0
35975,CAN,256,222,83,18,78,170,255,0,0
35987,CAN,512,153,16,51,2,161,86,0,0
36000,CAN,256,81,112,75,122,102,1,0,0
36012,CAN,512,228,16,225,255,164,91,0,0
36025,CAN,256,177,89,57,91,247,254,0,0
36037,CAN,512,88,16,30,255,166,85,0,0
36050,CAN,256,252,99,62,103,9,255,0,0
36062,CAN,512,218,15,255,255,159,92,0,0
36075,CAN,256,241,101,61,95,154,255,0,0
36087,CAN,512,149,16,8,1,170,86,0,0
36100,CAN,256,67,93,75,107,39,255,0,0
36112,CAN,512,188,16,40,254,151,83,0,0
36125,CAN,256,132,93,88,131,155,255,0,0
36137,CAN,512,123,16,94,253,156,77,0,0
36150,CAN,256,224,80,94,108,133,0,0,0
36162,CAN,512,35,16,123,0,156,95,0,0
36175,CAN,256,105,82,55,89,130,255,0,0
36187,CAN,512,116,16,52,2,159,96,0,0
36200,CAN,256,214,108,87,85,1,0,0,0
36212,CAN,512,148,16,116,0,146,82,0,0
36225,CAN,256,180,88,27,74,149,255,0,0
36237,CAN,512,8,16,233,255,162,77,0,0
36250,CAN,256,122,113,48,126,144,1,0,0
36262,CAN,512,162,15,133,0,160,89,0,0
36275,CAN,256,60,93,30,128,234,255,0,0
36287,CAN,512,115,16,147,0,168,83,0,0
36300,CAN,256,78,81,105,83,215,255,0,0
36312,CAN,512,188,16,222,252,157,84,0,0
36325,CAN,256,178,82,73,101,252,0,0,0
36337,CAN,512,80,15,124,255,157,86,0,0
36350,CAN,256,94,77,59,116,214,0,0,0
36362,CAN,512,36,16,126,254,177,77,0,0
36375,CAN,256,93,96,49,87,245,255,0,0
36387,CAN,512,83,16,92,1,160,73,0,0
36400,CAN,256,211,83,63,111,11,0,0,0
36412,CAN,512,85,16,98,1,176,86,0,0
36425,CAN,256,210,106,25,83,197,255,0,0
36437,CAN,512,132,16,103,253,158,97,0,0
36450,CAN,256,38,113,73,110,225,0,0,0
36462,CAN,512,75,16,192,253,157,92,0,0
36475,CAN,256,43,89,39,110,181,254,0,0
36487,CAN,512,226,15,55,255,153,82,0,0
36500,CAN,256,32,92,56,132,14,0,0,0
36512,CAN,512,93,16,80,2,155,82,0,0
36525,CAN,256,153,97,53,112,60,0,0,0
36537,CAN,512,100,16,148,255,157,78,0,0
36550,CAN,256,201,82,63,97,250,255,0,0
36562,CAN,512,63,16,193,254,161,81,0,0
36575,CAN,256,38,82,93,84,23,255,0,0
36587,CAN,512,65,16,187,255,164,87,0,0
36600,CAN,256,222,84,61,97,80,255,0,0
36612,CAN,512,127,16,62,1,164,86,0,0
36625,CAN,256,44,101,55,90,135,0,0,0
36637,CAN,512,138,16,9,0,153,81,0,0
36650,CAN,256,217,67,37,113,50,254,0,0
36662,CAN,512,62,16,26,2,163,83,0,0
36675,CAN,256,172,89,76,99,108,0,0,0
36687,CAN,512,14,16,131,254,152,82,0,0
36700,CAN,256,128,104,65,103,43,0,0,0
36712,CAN,512,50,16,164,3,164,91,0,0
36725,CAN,256,251,88,75,50,219,0,0,0
36737,CAN,512,62,16,94,1,153,81,0,0
36750,CAN,256,120,93,50,92,186,255,0,0
36762,CAN,512,88,16,37,3,160,86,0,0
36775,CAN,256,95,102,41,117,228,0,0,0
36787,CAN,512,60,16,106,0,153,80,0,0
36800,CAN,256,67,91,88,123,180,0,0,0
36812,CAN,512,18,16,33,251,165,82,0,0
36825,CAN,256,216,96,59,116,85,0,0,0
36837,CAN,512,164,16,18,253,152,83,0,0
36850,CAN,256,87,104,48,116,221,255,0,0
36862,CAN,512,209,16,42,3,156,84,0,0
36875,CAN,256,58,87,75,34,255,0,0,0
36887,CAN,512,62,16,166,1,147,89,0,0
36900,CAN,256,42,85,55,123,195,255,0,0
36912,CAN,512,104,16,78,254,142,74,0,0
36925,CAN,256,189,90,20,121,205,0,0,0
