relative_ms,protocol,can_id,byte0,byte1,byte2,byte3,byte4,byte5,byte6,byte7
35312,CAN,512,150,16,219,254,160,81,0,0
35325,CAN,256,201,100,48,104,125,255,0,0
35337,CAN,512,216,16,147,1,164,82,0,0
35350,CAN,256,243,95,40,119,166,255,0,0
35362,CAN,512,103,16,143,254,148,75,0,0
35375,CAN,256,89,82,61,70,107,0,0,0
35387,CAN,512,121,16,214,254,171,89,0,0
35400,CAN,256,14,102,105,106,168,254,0,0
35412,CAN,512,178,16,102,1,163,76,0,0
35425,CAN,256,85,70,27,99,165,1,0,0
35437,CAN,512,201,16,254,255,170,86,0,0
35450,CAN,256,158,94,30,109,233,0,0,0
35462,CAN,512,155,16,68,255,150,84,0,0
35475,CAN,256,138,79,49,71,238,254,0,0
35487,CAN,512,47,16,222,254,150,86,0,0
35500,CAN,256,29,93,100,103,187,0,0,0
35512,CAN,512,86,16,149,0,168,85,0,0
35525,CAN,256,4,88,53,142,208,0,0,0
35537,CAN,512,94,16,186,254,144,86,0,0
35550,CAN,256,53,89,52,71,115,0,0,0
35562,CAN,512,170,16,70,255,153,91,0,0
35575,CAN,256,165,96,32,80,32,0,0,0
35587,CAN,512,61,16,131,3,143,85,0,0
35600,CAN,256,242,106,55,92,142,0,0,0
35612,CAN,512,195,16,179,0,158,85,0,0
35625,CAN,256,66,90,53,92,116,0,0,0
35637,CAN,512,46,16,143,3,152,77,0,0
35650,CAN,256,18,83,81,102,36,0,0,0
35662,CAN,512,89,16,102,254,167,86,0,0
35675,CAN,256,189,81,68,65,204,255,0,0
35687,CAN,512,58,16,243,254,157,89,0,0
35700,CAN,256,211,80,43,117,200,254,0,0
35712,CAN,512,94,16,191,2,146,77,0,0
35725,CAN,256,103,87,31,88,123,0,0,0
35737,CAN,512,100,16,168,5,145,80,0,0
35750,CAN,256,78,100,56,99,144,0,0,0
35762,CAN,512,101,16,162,251,153,75,0,0
35775,CAN,256,254,96,59,110,168,255,0,0
35787,CAN,512,3,17,206,255,150,87,0,0
35800,CAN,256,208,80,50,94,9,0,0,0
35812,CAN,512,90,16,92,4,163,86,0,0
35825,CAN,256,43,95,54,103,241,0,0,0
35837,CAN,512,171,16,61,255,159,90,0,0
35850,CAN,256,234,86,66,73,19,255,0,0
35862,CAN,512,186,16,17,1,159,86,0,0
35875,CAN,256,77,99,82,106,27,0,0,0
35887,CAN,512,43,16,102,254,181,83,0,0
35900,CAN,256,236,97,66,108,33,2,0,0
35912,CAN,512,2,16,106,0,142,85,0,0
35925,CAN,256,105,104,35,100,65,254,0,0
35937,CAN,512,85,16,215,253,168,92,0,0
35950,CAN,256,17,81,60,124,24,0,0,0
35962,CAN,512,84,16,83,255,162,85,0,0
35975,CAN,256,106,73,89,90,238,254,0,0
35987,CAN,512,158,16,139,3,161,78,0,0
36000,CAN,256,189,97,63,80,93,1,0,0
36012,CAN,512,86,16,192,255,151,76,0,0
36025,CAN,256,139,84,40,104,81,255,0,0
36037,CAN,512,7,16,147,0,154,79,0,0
36050,CAN,256,94,101,56,99,107,255,0,0
36062,CAN,512,37,16,88,2,161,88,0,0
36075,CAN,256,2,92,63,94,215,255,0,0
36087,CAN,512,81,16,149,1,150,87,0,0
36100,CAN,256,135,94,68,100,122,0,0,0
36112,CAN,512,147,16,43,253,175,82,0,0
36125,CAN,256,43,87,67,88,31,0,0,0
36137,CAN,512,103,16,248,254,176,87,0,0
36150,CAN,256,122,85,31,132,219,255,0,0
36162,CAN,512,90,16,151,254,151,89,0,0
36175,CAN,256,189,92,83,101,157,254,0,0
36187,CAN,512,123,16,94,254,163,78,0,0
36200,CAN,256,81,105,46,45,68,0,0,0
36212,CAN,512,8,16,49,3,157,81,0,0
36225,CAN,256,18,84,59,106,106,0,0,0
36237,CAN,512,123,16,16,254,151,81,0,0
36250,CAN,256,61,114,36,121,87,255,0,0
36262,CAN,512,87,16,175,1,155,92,0,0
36275,CAN,256,195,97,56,85,202,255,0,0
36287,CAN,512,246,15,140,3,161,99,0,0
36300,CAN,256,130,115,59,74,78,0,0,0
36312,CAN,512,94,16,39,2,157,84,0,0
36325,CAN,256,253,104,92,120,89,255,0,0
36337,CAN,512,41,16,127,3,143,87,0,0
36350,CAN,256,68,83,37,91,102,1,0,0
36362,CAN,512,59,16,224,255,146,82,0,0
36375,CAN,256,10,98,40,124,24,0,0,0
36387,CAN,512,64,16,146,2,156,84,0,0
36400,CAN,256,187,96,86,132,39,0,0,0
36412,CAN,512,149,16,138,4,166,84,0,0
36425,CAN,256,89,92,54,127,74,1,0,0
36437,CAN,512,14,16,234,2,148,79,0,0
36450,CAN,256,136,95,26,34,188,255,0,0
36462,CAN,512,1,16,115,0,165,89,0,0
36475,CAN,256,88,84,18,127,249,255,0,0
36487,CAN,512,58,16,150,3,155,78,0,0
36500,CAN,256,153,88,57,92,57,255,0,0
36512,CAN,512,149,16,185,248,155,81,0,0
36525,CAN,256,122,87,50,120,230,254,0,0
36537,CAN,512,157,16,135,0,170,82,0,0
36550,CAN,256,158,95,67,134,62,0,0,0
36562,CAN,512,218,16,143,255,166,97,0,0
36575,CAN,256,2,108,59,68,18,254,0,0
36587,CAN,512,53,16,243,252,175,84,0,0
36600,CAN,256,144,104,53,137,235,0,0,0
36612,CAN,512,42,16,72,0,162,79,0,0
36625,CAN,256,107,81,79,77,12,255,0,0
36637,CAN,512,225,16,14,255,158,82,0,0
36650,CAN,256,71,104,99,77,53,0,0,0
36662,CAN,512,50,16,123,0,167,78,0,0
36675,CAN,256,255,98,75,127,58,0,0,0
36687,CAN,512,128,16,208,0,155,85,0,0
36700,CAN,256,29,100,86,80,104,255,0,0
36712,CAN,512,167,16,227,251,159,91,0,0
36725,CAN,256,83,93,47,76,28,255,0,0
36737,CAN,512,251,15,150,252,170,85,0,0
36750,CAN,256,77,91,39,108,121,0,0,0
36762,CAN,512,159,16,74,0,159,92,0,0
36775,CAN,256,53,104,33,114,0,0,0,0
36787,CAN,512,0,17,186,5,170,79,0,0
36800,CAN,256,131,91,24,110,174,254,0,0
36812,CAN,512,152,16,148,251,167,91,0,0
36825,CAN,256,220,84,59,102,236,0,0,0
36837,CAN,512,173,16,31,255,166,77,0,0
36850,CAN,256,114,89,48,111,92,0,0,0
36862,CAN,512,232,16,59,0,159,85,0,0
36875,CAN,256,6,87,56,124,88,255,0,0
36887,CAN,512,34,16,215,253,167,84,0,0
36900,CAN,256,200,114,68,141,5,0,0,0
36912,CAN,512,239,15,127,251,165,82,0,0
36925,CAN,256,27,74,45,107,14,255,0,0
36937,CAN,512,115,16,85,1,161,91,0,0
36950,CAN,256,192,88,28,112,195,255,0,0
36962,CAN,512,93,16,232,0,157,88,0,0
36975,CAN,256,22,101,54,93,32,0,0,0
36987,CAN,512,94,16,73,255,168,86,0,0
37000,CAN,256,117,112,86,111,149,254,0,0
37012,CAN,512,2,16,74,1,163,83,0,0
37025,CAN,256,22,92,51,119,62,255,0,0
37037,CAN,512,251,15,231,254,157,86,0,0
37050,CAN,256,215,97,61,76,157,0,0,0
37062,CAN,512,159,16,123,2,159,89,0,0
37075,CAN,256,240,96,49,81,40,1,0,0
37087,CAN,512,174,16,197,0,167,88,0,0
37100,CAN,256,136,102,51,95,63,254,0,0
37112,CAN,512,68,16,85,0,152,85,0,0
37125,CAN,256,35,98,49,87,187,0,0,0
37137,CAN,512,248,16,237,2,167,91,0,0
37150,CAN,256,61,92,77,132,214,0,0,0
37162,CAN,512,72,16,47,250,160,85,0,0
37175,CAN,256,203,94,68,91,73,0,0,0
37187,CAN,512,82,17,201,252,166,84,0,0
37200,CAN,256,3,109,48,119,208,255,0,0
37212,CAN,512,90,16,100,255,162,84,0,0
37225,CAN,256,165,67,9,112,83,0,0,0
37237,CAN,512,75,16,62,255,157,92,0,0
37250,CAN,256,187,103,55,90,116,255,0,0
37262,CAN,512,3,16,79,2,147,84,0,0
37275,CAN,256,61,103,111,63,198,255,0,0
37287,CAN,512,89,16,45,252,164,83,0,0
37300,CAN,256,215,97,74,97,51,0,0,0
37312,CAN,512,147,16,202,255,153,89,0,0
37325,CAN,256,124,98,48,116,66,254,0,0
37337,CAN,512,159,16,117,0,166,90,0,0
37350,CAN,256,56,98,71,121,247,254,0,0
37362,CAN,512,105,16,176,254,161,88,0,0
37375,CAN,256,37,85,68,82,153,254,0,0
37387,CAN,512,149,16,186,0,169,89,0,0
37400,CAN,256,74,104,44,70,178,254,0,0
37412,CAN,512,171,16,2,2,157,82,0,0
37425,CAN,256,127,86,52,84,49,0,0,0
37437,CAN,512,209,15,83,1,152,84,0,0
37450,CAN,256,39,106,69,98,164,255,0,0
37462,CAN,512,163,16,181,0,167,90,0,0
37475,CAN,256,250,90,67,82,100,254,0,0
37487,CAN,512,56,16,186,254,168,89,0,0
37500,CAN,256,96,104,48,75,197,0,0,0
37512,CAN,512,171,16,13,253,165,89,0,0
37525,CAN,256,133,109,55,84,207,0,0,0
37537,CAN,512,241,15,64,0,150,79,0,0
37550,CAN,256,170,112,75,117,108,0,0,0
37562,CAN,512,68,16,7,254,162,84,0,0
37575,CAN,256,10,89,56,97,56,0,0,0
37587,CAN,512,5,16,42,1,155,78,0,0
37600,CAN,256,190,93,84,86,22,0,0,0
37612,CAN,512,141,16,134,254,173,84,0,0
37625,CAN,256,85,98,52,115,153,255,0,0
37637,CAN,512,29,16,252,252,174,77,0,0
37650,CAN,256,36,82,55,88,92,254,0,0
37662,CAN,512,150,16,82,0,150,86,0,0
37675,CAN,256,177,106,46,136,253,0,0,0
37687,CAN,512,15,16,224,255,155,93,0,0
37700,CAN,256,149,93,33,63,164,0,0,0
37712,CAN,512,234,16,80,4,174,89,0,0
37725,CAN,256,140,91,60,83,115,0,0,0
37737,CAN,512,152,16,206,3,155,89,0,0
37750,CAN,256,225,95,67,114,172,0,0,0
37762,CAN,512,28,17,119,255,150,81,0,0
37775,CAN,256,32,110,53,131,109,255,0,0
37787,CAN,512,133,16,174,255,159,84,0,0
37800,CAN,256,0,76,31,108,138,0,0,0
37812,CAN,512,36,16,175,252,148,83,0,0
37825,CAN,256,58,77,56,112,158,0,0,0
37837,CAN,512,18,16,99,1,170,91,0,0
37850,CAN,256,183,95,83,139,134,1,0,0
37862,CAN,512,141,16,22,2,153,85,0,0
37875,CAN,256,156,85,26,112,84,0,0,0
37887,CAN,512,17,16,40,255,160,76,0,0
37900,CAN,256,150,100,76,102,159,255,0,0
37912,CAN,512,148,16,163,255,152,94,0,0
37925,CAN,256,126,91,56,97,103,255,0,0
37937,CAN,512,230,16,84,1,152,81,0,0
37950,CAN,256,195,94,68,128,166,0,0,0
37962,CAN,512,35,16,204,252,158,79,0,0
37975,CAN,256,197,74,74,118,76,0,0,0
37987,CAN,512,107,16,112,253,152,90,0,0
38000,CAN,256,2,102,20,105,78,1,0,0
38012,CAN,512,124,16,5,1,166,87,0,0
38025,CAN,256,183,84,43,65,135,255,0,0
38037,CAN,512,217,16,228,0,164,78,0,0
38050,CAN,256,39,110,65,115,85,255,0,0
38062,CAN,512,109,16,185,1,172,94,0,0
38075,CAN,256,30,81,100,102,190,0,0,0
38087,CAN,512,148,16,161,2,162,80,0,0
38100,CAN,256,217,90,77,97,172,1,0,0
38112,CAN,512,191,16,109,2,165,84,0,0
38125,CAN,256,152,100,52,100,168,0,0,0
38137,CAN,512,216,15,204,255,160,90,0,0
38150,CAN,256,5,103,66,88,220,255,0,0
38162,CAN,512,43,16,14,253,160,81,0,0
38175,CAN,256,152,115,86,115,200,254,0,0
38187,CAN,512,162,16,55,255,160,83,0,0
38200,CAN,256,76,89,55,87,212,0,0,0
38212,CAN,512,49,16,243,2,154,92,0,0
38225,CAN,256,114,87,47,91,122,255,0,0
38237,CAN,512,55,16,37,1,161,77,0,0
38250,CAN,256,79,65,75,64,75,255,0,0
38262,CAN,512,64,16,19,0,167,87,0,0
38275,CAN,256,239,84,75,87,119,0,0,0
38287,CAN,512,73,16,173,254,151,95,0,0
38300,CAN,256,224,96,46,90,24,1,0,0
38312,CAN,512,99,16,175,252,163,88,0,0
38325,CAN,256,87,87,51,95,246,0,0,0
38337,CAN,512,244,16,37,2,159,85,0,0
38350,CAN,256,99,94,48,138,37,255,0,0
38362,CAN,512,177,16,15,2,151,75,0,0
38375,CAN,256,147,85,40,93,11,1,0,0
38387,CAN,512,102,16,5,255,159,86,0,0
38400,CAN,256,221,103,65,103,221,255,0,0
38412,CAN,512,250,16,121,2,145,90,0,0
38425,CAN,256,143,80,56,103,164,255,0,0
38437,CAN,512,27,16,132,255,169,84,0,0
38450,CAN,256,161,84,41,91,101,1,0,0
38462,CAN,512,129,16,228,255,168,91,0,0
38475,CAN,256,173,109,60,74,206,0,0,0
38487,CAN,512,56,16,35,253,154,86,0,0
38500,CAN,256,244,93,56,97,50,254,0,0
38512,CAN,512,37,17,4,1,151,84,0,0
38525,CAN,256,74,107,23,75,91,0,0,0
38537,CAN,512,20,16,225,0,155,81,0,0
38550,CAN,256,228,85,74,115,161,0,0,0
38562,CAN,512,18,16,185,253,155,83,0,0
38575,CAN,256,216,93,76,82,196,255,0,0
38587,CAN,512,139,16,231,0,168,87,0,0
38600,CAN,256,55,106,71,114,6,1,0,0
38612,CAN,512,245,15,35,254,165,82,0,0
38625,CAN,256,20,94,56,132,0,0,0,0
38637,CAN,512,0,16,183,254,159,80,0,0
38650,CAN,256,222,80,48,78,4,255,0,0
38662,CAN,512,189,16,143,253,161,72,0,0
38675,CAN,256,148,95,77,93,142,0,0,0
38687,CAN,512,77,16,104,254,156,83,0,0
38700,CAN,256,185,82,96,88,130,0,0,0
38712,CAN,512,195,16,30,255,159,80,0,0
38725,CAN,256,215,91,32,92,170,255,0,0
38737,CAN,512,133,16,14,252,161,86,0,0
38750,CAN,256,207,100,47,98,89,255,0,0
38762,CAN,512,105,16,148,2,159,80,0,0
38775,CAN,256,249,107,52,95,178,255,0,0
38787,CAN,512,166,16,73,2,164,77,0,0
38800,CAN,256,204,94,58,114,68,255,0,0
38812,CAN,512,114,16,34,2,157,85,0,0
38825,CAN,256,186,73,45,106,202,255,0,0
38837,CAN,512,4,16,212,1,166,78,0,0
38850,CAN,256,204,111,75,111,143,0,0,0
38862,CAN,512,214,16,52,1,169,78,0,0
38875,CAN,256,127,64,40,93,202,254,0,0
38887,CAN,512,174,16,84,3,156,82,0,0
38900,CAN,256,184,88,67,92,44,255,0,0
38912,CAN,512,219,16,235,0,157,89,0,0
38925,CAN,256,133,105,60,99,105,1,0,0
38937,CAN,512,226,16,27,253,158,78,0,0
38950,CAN,256,167,91,60,122,175,254,0,0
38962,CAN,512,175,16,48,253,165,83,0,0
38975,CAN,256,26,76,66,133,159,0,0,0
38987,CAN,512,71,16,69,0,151,86,0,0
39000,CAN,256,130,90,77,114,193,1,0,0
39012,CAN,512,91,16,9,255,172,84,0,0
39025,CAN,256,196,99,52,95,136,0,0,0
39037,CAN,512,133,16,151,0,167,86,0,0
39050,CAN,256,231,86,61,102,210,0,0,0
39062,CAN,512,147,16,9,252,172,86,0,0
39075,CAN,256,118,98,30,97,241,255,0,0
39087,CAN,512,80,16,216,0,169,79,0,0
39100,CAN,256,26,108,67,89,75,0,0,0
39112,CAN,512,87,16,195,1,151,79,0,0
39125,CAN,256,108,117,56,89,97,255,0,0
39137,CAN,512,117,16,82,253,172,89,0,0
39150,CAN,256,70,92,93,108,247,255,0,0
39162,CAN,512,168,16,238,2,152,88,0,0
39175,CAN,256,115,105,64,120,123,1,0,0
39187,CAN,512,31,16,2,3,160,81,0,0
39200,CAN,256,247,62,67,129,180,255,0,0
39212,CAN,512,64,16,198,0,156,86,0,0
39225,CAN,256,154,103,68,111,92,0,0,0
39237,CAN,512,155,16,176,0,166,82,0,0
39250,CAN,256,104,98,56,170,183,255,0,0
39262,CAN,512,224,15,11,3,154,89,0,0
39275,CAN,256,194,92,85,114,205,255,0,0
39287,CAN,512,123,16,118,0,155,86,0,0
39300,CAN,256,132,117,35,128,192,255,0,0
39312,CAN,512,156,16,107,253,154,86,0,0
39325,CAN,256,96,114,63,132,212,255,0,0
39337,CAN,512,143,15,99,0,160,74,0,0
39350,CAN,256,155,117,55,104,54,1,0,0
39362,CAN,512,103,16,220,2,149,86,0,0
39375,CAN,256,198,103,56,141,187,0,0,0
39387,CAN,512,4,17,185,255,157,81,0,0
39400,CAN,256,174,96,57,55,26,255,0,0
39412,CAN,512,143,16,250,1,165,72,0,0
39425,CAN,256,70,66,86,92,109,0,0,0
39437,CAN,512,21,16,168,254,168,90,0,0
39450,CAN,256,62,68,88,89,94,0,0,0
39462,CAN,512,108,16,157,0,152,84,0,0
39475,CAN,256,5,90,27,116,22,0,0,0
39487,CAN,512,28,16,2,0,148,85,0,0
39500,CAN,256,155,105,69,68,251,254,0,0
39512,CAN,512,180,16,174,255,156,79,0,0
39525,CAN,256,140,88,48,118,46,255,0,0
39537,CAN,512,192,16,47,1,170,79,0,0
39550,CAN,256,202,115,28,42,150,255,0,0
39562,CAN,512,131,16,65,3,161,83,0,0
39575,CAN,256,217,87,63,121,106,0,0,0
39587,CAN,512,148,16,136,1,169,97,0,0
39600,CAN,256,51,71,60,106,55,0,0,0
39612,CAN,512,54,16,178,255,156,89,0,0
39625,CAN,256,136,82,82,101,135,255,0,0
39637,CAN,512,77,16,227,2,158,93,0,0
39650,CAN,256,12,94,63,69,110,0,0,0
39662,CAN,512,120,16,181,253,155,89,0,0
39675,CAN,256,201,94,72,116,145,255,0,0
39687,CAN,512,81,16,149,254,162,88,0,0
39700,CAN,256,205,97,38,135,78,255,0,0
39712,CAN,512,126,16,136,254,152,75,0,0
39725,CAN,256,189,92,68,98,206,0,0,0
39737,CAN,512,213,16,176,251,165,83,0,0
39750,CAN,256,190,83,66,96,204,0,0,0
39762,CAN,512,105,16,234,255,156,90,0,0
39775,CAN,256,55,93,44,87,83,0,0,0
39787,CAN,512,229,16,138,0,157,87,0,0
39800,CAN,256,76,88,54,65,234,254,0,0
39812,CAN,512,206,16,179,255,168,87,0,0
39825,CAN,256,16,101,91,117,135,0,0,0
39837,CAN,512,97,16,52,254,157,81,0,0
39850,CAN,256,99,110,17,94,208,254,0,0
39862,CAN,512,101,16,101,0,149,90,0,0
39875,CAN,256,183,72,65,103,227,255,0,0
39887,CAN,512,60,16,94,3,149,85,0,0
39900,CAN,256,64,98,67,97,98,0,0,0
39912,CAN,512,84,16,179,255,165,89,0,0
39925,CAN,256,40,89,87,66,158,1,0,0
39937,CAN,512,167,16,118,1,162,85,0,0
39950,CAN,256,92,79,96,92,248,255,0,0
39962,CAN,512,165,16,175,254,173,73,0,0
39975,CAN,256,160,97,83,66,194,0,0,0
39987,CAN,512,198,16,94,0,161,80,0,0
40000,CAN,256,111,103,51,110,41,0,0,0
40012,CAN,512,151,16,212,254,161,84,0,0
40025,CAN,256,18,122,62,59,236,0,0,0
40037,CAN,512,142,16,58,5,155,87,0,0
40050,CAN,256,196,80,48,133,23,0,0,0
40062,CAN,512,236,15,93,1,168,86,0,0
40075,CAN,256,84,101,58,100,187,253,0,0
40087,CAN,512,13,16,237,254,177,81,0,0
40100,CAN,256,126,86,49,94,51,0,0,0
40112,CAN,512,86,16,181,254,168,89,0,0
40125,CAN,256,111,100,34,125,212,255,0,0
40137,CAN,512,253,16,9,254,160,87,0,0
40150,CAN,256,191,83,65,126,112,0,0,0
40162,CAN,512,177,16,178,2,160,83,0,0
40175,CAN,256,184,110,64,97,0,0,0,0
40187,CAN,512,133,16,216,2,152,86,0,0
40200,CAN,256,115,106,22,55,41,255,0,0
40212,CAN,512,169,16,229,0,167,87,0,0
40225,CAN,256,197,99,60,122,119,0,0,0
40237,CAN,512,8,16,193,253,158,86,0,0
40250,CAN,256,68,94,45,140,93,255,0,0
40262,CAN,512,243,16,56,253,159,82,0,0
40275,CAN,256,139,88,38,46,92,0,0,0
40287,CAN,512,164,16,234,254,173,75,0,0
40300,CAN,256,144,88,51,74,51,1,0,0
40312,CAN,512,235,15,199,253,165,88,0,0
40325,CAN,256,155,118,54,117,211,255,0,0
40337,CAN,512,109,16,160,251,144,85,0,0
40350,CAN,256,107,104,103,74,114,0,0,0
40362,CAN,512,172,16,162,1,167,91,0,0
40375,CAN,256,119,90,60,99,6,2,0,0
40387,CAN,512,56,16,79,0,152,84,0,0
40400,CAN,256,28,105,41,130,118,0,0,0
40412,CAN,512,49,16,226,2,168,87,0,0
40425,CAN,256,242,74,43,104,28,2,0,0
40437,CAN,512,59,16,45,253,148,78,0,0
40450,CAN,256,45,104,91,107,167,255,0,0
40462,CAN,512,89,16,171,1,166,90,0,0
40475,CAN,256,175,77,72,78,97,255,0,0
40487,CAN,512,63,16,145,0,148,80,0,0
40500,CAN,256,140,88,63,77,97,0,0,0
40512,CAN,512,133,16,252,255,157,79,0,0
40525,CAN,256,99,90,58,115,27,0,0,0
40537,CAN,512,33,16,225,2,167,95,0,0
40550,CAN,256,210,109,37,110,193,0,0,0
40562,CAN,512,33,16,50,1,167,85,0,0
40575,CAN,256,82,113,66,111,77,255,0,0
40587,CAN,512,192,16,72,253,165,86,0,0
40600,CAN,256,21,93,93,111,57,255,0,0
40612,CAN,512,147,16,238,0,158,85,0,0
40625,CAN,256,31,97,14,140,83,0,0,0
40637,CAN,512,240,15,124,0,162,86,0,0
40650,CAN,256,245,98,46,85,230,254,0,0
40662,CAN,512,62,16,39,2,162,85,0,0
40675,CAN,256,57,90,66,87,208,255,0,0
40687,CAN,512,146,16,119,255,162,87,0,0
40700,CAN,256,150,103,65,103,188,255,0,0
40712,CAN,512,18,16,127,1,139,83,0,0
40725,CAN,256,163,109,58,93,208,0,0,0
40737,CAN,512,41,16,80,255,161,86,0,0
40750,CAN,256,16,80,65,104,244,255,0,0
40762,CAN,512,100,16,129,255,169,85,0,0
40775,CAN,256,220,133,79,96,187,0,0,0
40787,CAN,512,139,16,243,1,151,78,0,0
40800,CAN,256,60,76,61,78,163,255,0,0
40812,CAN,512,254,16,105,255,160,97,0,0
40825,CAN,256,26,120,55,96,169,255,0,0
40837,CAN,512,132,16,244,0,163,92,0,0
40850,CAN,256,203,107,83,111,53,0,0,0
40862,CAN,512,147,16,216,252,167,88,0,0
40875,CAN,256,48,93,49,80,217,255,0,0
40887,CAN,512,150,16,248,255,163,89,0,0
40900,CAN,256,57,91,65,95,43,0,0,0
40912,CAN,512,102,16,177,254,146,84,0,0
40925,CAN,256,208,64,56,133,151,0,0,0
40937,CAN,512,222,16,166,3,150,82,0,0
40950,CAN,256,158,95,70,90,46,0,0,0
40962,CAN,512,46,16,104,1,157,79,0,0
40975,CAN,256,238,105,115,88,246,255,0,0
40987,CAN,512,56,16,32,0,157,80,0,0
41000,CAN,256,114,97,62,88,213,255,0,0
41012,CAN,512,100,16,30,255,151,78,0,0
41025,CAN,256,77,102,82,106,46,255,0,0
41037,CAN,512,242,16,119,254,154,86,0,0
41050,CAN,256,132,87,60,101,101,255,0,0
41062,CAN,512,29,16,151,253,170,82,0,0
41075,CAN,256,86,106,81,89,207,255,0,0
41087,CAN,512,65,16,136,255,171,83,0,0
41100,CAN,256,43,98,39,116,184,255,0,0
41112,CAN,512,238,16,68,1,157,90,0,0
41125,CAN,256,236,90,61,98,193,255,0,0
41137,CAN,512,220,16,235,255,167,87,0,0
41150,CAN,256,202,85,41,129,118,0,0,0
41162,CAN,512,134,16,168,255,156,72,0,0
41175,CAN,256,152,79,62,81,96,0,0,0
41187,CAN,512,250,16,194,2,168,89,0,0
41200,CAN,256,190,96,69,91,1,0,0,0
41212,CAN,512,165,16,183,0,165,94,0,0
41225,CAN,256,71,99,65,105,44,0,0,0
41237,CAN,512,51,16,143,4,159,88,0,0
41250,CAN,256,151,102,16,107,158,1,0,0
41262,CAN,512,123,16,213,2,161,83,0,0
41275,CAN,256,157,94,44,88,37,255,0,0
41287,CAN,512,81,16,188,2,154,83,0,0
41300,CAN,256,111,92,69,98,139,255,0,0
41312,CAN,512,49,16,201,0,169,85,0,0
41325,CAN,256,175,80,70,103,198,255,0,0
41337,CAN,512,181,16,54,254,157,85,0,0
41350,CAN,256,32,119,80,102,134,255,0,0
41362,CAN,512,182,16,66,1,168,91,0,0
41375,CAN,256,157,75,91,112,253,0,0,0
41387,CAN,512,27,16,124,1,169,84,0,0
41400,CAN,256,86,79,47,105,120,0,0,0
41412,CAN,512,246,15,73,1,150,89,0,0
41425,CAN,256,95,89,75,96,98,255,0,0
41437,CAN,512,104,16,226,255,160,94,0,0
41450,CAN,256,70,106,64,132,226,255,0,0
41462,CAN,512,50,16,38,254,165,97,0,0
41475,CAN,256,128,97,98,61,124,0,0,0
41487,CAN,512,128,16,37,255,145,79,0,0
41500,CAN,256,23,83,26,117,213,255,0,0
41512,CAN,512,71,16,146,0,168,89,0,0
41525,CAN,256,245,106,65,95,250,254,0,0
41537,CAN,512,60,16,171,1,141,87,0,0
41550,CAN,256,98,93,78,72,151,255,0,0
41562,CAN,512,173,16,140,3,165,84,0,0
41575,CAN,256,140,78,53,94,71,0,0,0
41587,CAN,512,154,16,22,255,158,84,0,0
41600,CAN,256,109,86,54,132,162,255,0,0
41612,CAN,512,126,16,250,253,171,88,0,0
41625,CAN,256,175,95,26,151,236,255,0,0
41637,CAN,512,75,17,99,0,168,79,0,0
41650,CAN,256,48,93,66,95,90,1,0,0
41662,CAN,512,193,16,137,252,152,88,0,0
41675,CAN,256,112,82,79,141,109,255,0,0
41687,CAN,512,168,16,60,2,160,83,0,0
41700,CAN,256,107,85,42,106,104,1,0,0
41712,CAN,512,218,15,46,1,173,79,0,0
41725,CAN,256,80,81,28,52,132,0,0,0
41737,CAN,512,127,16,32,0,165,87,0,0
41750,CAN,256,118,69,105,99,249,0,0,0
41762,CAN,512,125,16,23,254,171,84,0,0
41775,CAN,256,127,91,89,88,14,255,0,0
41787,CAN,512,62,16,168,255,154,75,0,0
41800,CAN,256,140,89,53,122,28,0,0,0
41812,CAN,512,100,16,144,254,162,90,0,0
41825,CAN,256,159,72,75,83,133,0,0,0
41837,CAN,512,207,16,179,254,167,90,0,0
41850,CAN,256,247,99,41,91,96,255,0,0
41862,CAN,512,252,15,19,253,157,74,0,0
41875,CAN,256,255,120,39,96,234,255,0,0
41887,CAN,512,7,16,203,0,152,85,0,0
41900,CAN,256,171,92,75,97,255,255,0,0
41912,CAN,512,103,16,130,254,163,82,0,0
41925,CAN,256,4,110,62,101,217,0,0,0
41937,CAN,512,125,16,250,0,153,92,0,0
41950,CAN,256,199,85,91,123,186,0,0,0
41962,CAN,512,73,16,105,2,147,91,0,0
41975,CAN,256,115,111,74,133,220,1,0,0
41987,CAN,512,151,16,48,254,161,85,0,0
42000,CAN,256,202,102,73,106,162,254,0,0
42012,CAN,512,123,16,3,1,159,88,0,0
42025,CAN,256,52,119,78,118,195,255,0,0
42037,CAN,512,23,16,130,1,167,82,0,0
42050,CAN,256,29,87,64,78,106,255,0,0
42062,CAN,512,85,16,182,252,175,88,0,0
42075,CAN,256,206,68,80,134,92,0,0,0
42087,CAN,512,166,16,140,255,150,92,0,0
42100,CAN,256,33,101,60,106,193,255,0,0
42112,CAN,512,214,16,246,254,155,85,0,0
42125,CAN,256,144,77,77,109,6,1,0,0
42137,CAN,512,229,15,26,2,158,82,0,0
42150,CAN,256,12,95,59,112,70,0,0,0
42162,CAN,512,226,16,22,252,154,87,0,0
42175,CAN,256,228,88,69,64,112,0,0,0
42187,CAN,512,156,16,251,2,160,82,0,0
42200,CAN,256,139,83,85,67,209,255,0,0
42212,CAN,512,174,16,37,255,154,89,0,0
42225,CAN,256,139,89,61,81,57,0,0,0
42237,CAN,512,37,16,129,255,167,92,0,0
42250,CAN,256,174,78,75,128,99,0,0,0
42262,CAN,512,55,17,120,3,157,88,0,0
42275,CAN,256,216,89,58,104,84,0,0,0
