relative_ms,protocol,can_id,byte0,byte1,byte2,byte3,byte4,byte5,byte6,byte7
30025,CAN,256,88,107,42,100,15,0,0,0
30037,CAN,512,103,17,101,254,171,74,0,0
30050,CAN,256,168,107,33,97,97,254,0,0
30062,CAN,512,43,16,204,2,157,83,0,0
30075,CAN,256,193,96,48,136,116,255,0,0
30087,CAN,512,129,16,18,1,164,81,0,0
30100,CAN,256,186,89,43,102,179,0,0,0
30112,CAN,512,238,15,220,0,160,90,0,0
30125,CAN,256,114,93,58,93,249,254,0,0
30137,CAN,512,167,16,234,0,167,82,0,0
30150,CAN,256,64,116,58,107,242,254,0,0
30162,CAN,512,90,16,10,4,158,76,0,0
30175,CAN,256,18,96,41,66,51,1,0,0
30187,CAN,512,99,16,40,0,150,83,0,0
30200,CAN,256,17,94,69,101,124,0,0,0
30212,CAN,512,43,16,133,254,177,74,0,0
30225,CAN,256,240,95,76,101,83,255,0,0
30237,CAN,512,167,16,111,255,146,73,0,0
30250,CAN,256,11,99,59,83,56,0,0,0
30262,CAN,512,90,16,28,0,156,93,0,0
30275,CAN,256,36,87,53,110,131,0,0,0
30287,CAN,512,116,16,18,254,162,88,0,0
30300,CAN,256,43,98,8,89,189,255,0,0
30312,CAN,512,4,16,183,252,149,85,0,0
30325,CAN,256,247,98,53,118,246,0,0,0
30337,CAN,512,95,16,30,1,170,84,0,0
30350,CAN,256,211,102,42,96,193,255,0,0
30362,CAN,512,83,16,200,254,162,83,0,0
30375,CAN,256,82,99,64,113,105,0,0,0
30387,CAN,512,61,16,199,254,160,90,0,0
30400,CAN,256,153,98,49,127,56,0,0,0
30412,CAN,512,26,17,110,0,158,94,0,0
30425,CAN,256,27,73,56,93,41,3,0,0
30437,CAN,512,69,17,84,0,149,87,0,0
30450,CAN,256,199,96,42,86,4,1,0,0
30462,CAN,512,125,16,2,254,160,83,0,0
30475,CAN,256,68,70,45,90,19,0,0,0
30487,CAN,512,41,16,53,2,154,87,0,0
30500,CAN,256,166,96,52,120,95,255,0,0
30512,CAN,512,85,16,135,254,168,80,0,0
30525,CAN,256,158,84,53,101,246,254,0,0
30537,CAN,512,222,16,216,255,149,86,0,0
30550,CAN,256,188,98,31,107,218,0,0,0
30562,CAN,512,45,16,235,255,148,88,0,0
30575,CAN,256,4,115,63,98,190,255,0,0
30587,CAN,512,20,16,57,255,156,74,0,0
30600,CAN,256,209,99,78,108,155,0,0,0
30612,CAN,512,87,16,165,253,154,85,0,0
30625,CAN,256,154,100,64,78,124,255,0,0
30637,CAN,512,176,16,211,254,159,84,0,0
30650,CAN,256,108,104,49,77,253,255,0,0
30662,CAN,512,231,15,253,250,166,87,0,0
30675,CAN,256,130,93,47,103,172,0,0,0
30687,CAN,512,24,16,44,0,163,80,0,0
30700,CAN,256,230,100,88,100,3,0,0,0
30712,CAN,512,163,16,113,255,148,89,0,0
30725,CAN,256,162,94,31,114,234,1,0,0
30737,CAN,512,225,16,73,252,148,83,0,0
30750,CAN,256,26,90,58,129,194,255,0,0
30762,CAN,512,163,16,251,253,167,76,0,0
30775,CAN,256,235,90,60,90,67,1,0,0
30787,CAN,512,117,16,209,2,154,90,0,0
30800,CAN,256,248,95,52,108,56,0,0,0
30812,CAN,512,98,16,222,255,159,81,0,0
30825,CAN,256,185,91,37,118,75,254,0,0
30837,CAN,512,68,16,198,1,154,77,0,0
30850,CAN,256,13,102,40,117,216,254,0,0
30862,CAN,512,100,16,237,255,163,97,0,0
30875,CAN,256,66,88,86,93,91,255,0,0
30887,CAN,512,142,16,113,255,167,84,0,0
30900,CAN,256,71,81,86,96,135,255,0,0
30912,CAN,512,237,16,245,255,149,75,0,0
30925,CAN,256,96,105,76,66,230,255,0,0
30937,CAN,512,133,15,61,2,186,96,0,0
30950,CAN,256,78,100,18,129,22,0,0,0
30962,CAN,512,252,15,112,0,161,86,0,0
30975,CAN,256,1,99,40,106,105,255,0,0
30987,CAN,512,161,16,158,254,163,89,0,0
31000,CAN,256,67,98,57,94,45,0,0,0
31012,CAN,512,97,16,28,0,173,81,0,0
31025,CAN,256,29,81,77,96,253,255,0,0
31037,CAN,512,13,16,81,1,171,82,0,0
31050,CAN,256,174,97,46,92,93,0,0,0
31062,CAN,512,234,15,45,0,165,89,0,0
31075,CAN,256,179,78,38,104,207,254,0,0
31087,CAN,512,61,16,82,1,158,83,0,0
31100,CAN,256,157,67,31,103,98,0,0,0
31112,CAN,512,75,16,197,1,157,83,0,0
31125,CAN,256,73,82,66,122,214,254,0,0
31137,CAN,512,123,16,100,2,160,90,0,0
31150,CAN,256,140,95,31,75,34,255,0,0
31162,CAN,512,92,16,84,1,147,86,0,0
31175,CAN,256,192,89,60,107,218,255,0,0
31187,CAN,512,200,16,14,0,167,91,0,0
31200,CAN,256,206,97,28,127,207,0,0,0
31212,CAN,512,242,15,130,252,155,79,0,0
31225,CAN,256,79,82,57,85,208,255,0,0
31237,CAN,512,31,16,205,4,160,91,0,0
31250,CAN,256,146,94,57,98,110,255,0,0
31262,CAN,512,90,16,111,1,170,86,0,0
31275,CAN,256,125,101,97,73,166,254,0,0
31287,CAN,512,206,16,158,1,169,78,0,0
31300,CAN,256,183,90,48,116,178,255,0,0
31312,CAN,512,48,16,199,254,164,87,0,0
31325,CAN,256,97,74,43,121,229,0,0,0
31337,CAN,512,19,16,161,255,169,78,0,0
31350,CAN,256,244,60,55,86,99,255,0,0
31362,CAN,512,157,16,140,0,170,90,0,0
31375,CAN,256,41,87,55,92,226,255,0,0
31387,CAN,512,109,16,62,1,165,93,0,0
31400,CAN,256,101,87,72,126,33,0,0,0
31412,CAN,512,5,16,1,0,173,86,0,0
31425,CAN,256,17,89,46,77,180,254,0,0
31437,CAN,512,15,16,86,255,163,77,0,0
31450,CAN,256,153,80,79,113,227,254,0,0
31462,CAN,512,35,17,212,255,157,94,0,0
31475,CAN,256,167,107,90,121,181,255,0,0
31487,CAN,512,186,16,153,1,141,82,0,0
31500,CAN,256,57,78,42,92,77,255,0,0
31512,CAN,512,157,16,24,0,142,90,0,0
31525,CAN,256,162,86,48,69,252,0,0,0
31537,CAN,512,138,16,103,254,162,78,0,0
31550,CAN,256,41,94,48,103,161,255,0,0
31562,CAN,512,4,16,68,255,161,86,0,0
31575,CAN,256,53,98,71,130,88,255,0,0
31587,CAN,512,98,16,69,255,140,85,0,0
31600,CAN,256,137,99,51,105,121,255,0,0
31612,CAN,512,69,16,140,1,155,75,0,0
31625,CAN,256,249,77,38,63,107,0,0,0
31637,CAN,512,102,16,143,253,159,89,0,0
31650,CAN,256,81,94,91,114,136,0,0,0
31662,CAN,512,121,16,157,255,153,85,0,0
31675,CAN,256,247,95,45,111,241,254,0,0
31687,CAN,512,255,16,87,3,149,91,0,0
31700,CAN,256,81,89,59,107,255,255,0,0
31712,CAN,512,52,16,162,255,165,81,0,0
31725,CAN,256,214,85,32,68,133,0,0,0
31737,CAN,512,178,16,251,254,153,80,0,0
31750,CAN,256,145,97,53,88,87,2,0,0
31762,CAN,512,98,16,239,254,152,78,0,0
31775,CAN,256,32,81,88,92,9,1,0,0
31787,CAN,512,140,16,116,254,153,84,0,0
31800,CAN,256,42,91,83,97,128,1,0,0
31812,CAN,512,234,16,27,3,150,84,0,0
31825,CAN,256,65,74,57,102,174,255,0,0
31837,CAN,512,72,16,35,254,171,90,0,0
31850,CAN,256,50,95,71,74,117,0,0,0
31862,CAN,512,221,15,9,0,154,84,0,0
31875,CAN,256,103,102,44,91,69,0,0,0
31887,CAN,512,28,16,125,255,160,87,0,0
31900,CAN,256,119,102,78,84,191,1,0,0
31912,CAN,512,109,16,50,2,161,78,0,0
31925,CAN,256,190,68,59,95,33,0,0,0
31937,CAN,512,96,16,46,0,161,84,0,0
31950,CAN,256,71,89,72,102,64,255,0,0
31962,CAN,512,113,16,129,0,159,84,0,0
31975,CAN,256,209,86,70,113,1,0,0,0
31987,CAN,512,104,16,4,3,156,85,0,0
32000,CAN,256,120,72,65,121,5,0,0,0
32012,CAN,512,104,16,90,0,159,91,0,0
32025,CAN,256,142,81,86,98,50,1,0,0
32037,CAN,512,92,16,78,1,159,84,0,0
32050,CAN,256,203,103,37,97,242,0,0,0
32062,CAN,512,93,16,185,3,154,84,0,0
32075,CAN,256,96,96,15,111,234,255,0,0
32087,CAN,512,72,16,110,255,160,87,0,0
32100,CAN,256,210,83,80,119,93,0,0,0
32112,CAN,512,65,16,247,4,168,88,0,0
32125,CAN,256,13,119,57,103,160,255,0,0
32137,CAN,512,13,16,69,252,168,84,0,0
32150,CAN,256,52,103,39,121,117,255,0,0
32162,CAN,512,30,16,247,254,158,78,0,0
32175,CAN,256,39,122,30,108,253,254,0,0
32187,CAN,512,245,15,212,1,171,80,0,0
32200,CAN,256,118,87,79,94,43,1,0,0
32212,CAN,512,239,15,152,254,159,96,0,0
32225,CAN,256,232,91,30,115,240,255,0,0
32237,CAN,512,50,16,187,253,168,84,0,0
32250,CAN,256,75,61,40,64,90,1,0,0
32262,CAN,512,132,16,123,255,169,84,0,0
32275,CAN,256,6,83,66,100,103,255,0,0
32287,CAN,512,4,16,244,1,154,89,0,0
32300,CAN,256,172,95,84,68,101,255,0,0
32312,CAN,512,138,16,45,253,164,90,0,0
32325,CAN,256,188,126,70,91,219,255,0,0
32337,CAN,512,195,16,201,0,157,88,0,0
32350,CAN,256,170,81,56,78,82,254,0,0
32362,CAN,512,30,16,214,2,142,84,0,0
32375,CAN,256,151,105,24,85,49,1,0,0
32387,CAN,512,116,16,207,0,150,73,0,0
32400,CAN,256,253,108,58,99,97,0,0,0
32412,CAN,512,99,16,115,1,170,89,0,0
32425,CAN,256,202,106,80,114,159,255,0,0
32437,CAN,512,85,16,50,2,150,89,0,0
32450,CAN,256,91,75,32,80,52,254,0,0
32462,CAN,512,196,16,233,254,161,93,0,0
32475,CAN,256,100,85,66,130,96,0,0,0
32487,CAN,512,57,16,173,255,159,84,0,0
32500,CAN,256,81,103,60,82,246,255,0,0
32512,CAN,512,168,16,241,0,154,73,0,0
32525,CAN,256,126,117,15,108,229,254,0,0
32537,CAN,512,69,16,139,255,139,83,0,0
32550,CAN,256,67,87,69,97,104,255,0,0
32562,CAN,512,68,16,142,0,152,82,0,0
32575,CAN,256,154,99,97,114,98,254,0,0
32587,CAN,512,254,15,130,0,168,86,0,0
32600,CAN,256,113,89,74,89,202,255,0,0
32612,CAN,512,3,16,244,0,170,88,0,0
32625,CAN,256,41,109,61,91,57,0,0,0
32637,CAN,512,131,16,5,2,158,81,0,0
32650,CAN,256,18,94,48,98,47,255,0,0
32662,CAN,512,101,16,23,255,172,77,0,0
32675,CAN,256,20,125,24,80,110,0,0,0
32687,CAN,512,9,16,60,254,162,81,0,0
32700,CAN,256,170,85,45,138,47,1,0,0
32712,CAN,512,41,16,113,254,155,79,0,0
32725,CAN,256,11,97,61,81,59,0,0,0
32737,CAN,512,127,16,172,1,175,94,0,0
32750,CAN,256,221,104,75,93,169,255,0,0
32762,CAN,512,106,16,154,254,166,85,0,0
32775,CAN,256,169,97,43,108,197,0,0,0
32787,CAN,512,210,15,5,253,171,90,0,0
32800,CAN,256,135,94,75,68,167,255,0,0
32812,CAN,512,114,16,251,255,165,80,0,0
32825,CAN,256,23,113,47,71,79,0,0,0
32837,CAN,512,204,15,77,252,153,87,0,0
32850,CAN,256,90,91,59,85,170,255,0,0
32862,CAN,512,71,16,191,0,152,84,0,0
32875,CAN,256,159,98,58,110,105,0,0,0
32887,CAN,512,138,16,31,255,167,92,0,0
32900,CAN,256,211,115,56,111,249,255,0,0
32912,CAN,512,141,16,162,0,168,92,0,0
32925,CAN,256,139,107,56,103,177,255,0,0
32937,CAN,512,181,15,236,1,153,91,0,0
32950,CAN,256,38,102,49,115,233,255,0,0
32962,CAN,512,109,16,38,0,173,86,0,0
32975,CAN,256,156,114,48,90,47,0,0,0
32987,CAN,512,201,16,181,255,157,76,0,0
33000,CAN,256,31,107,28,148,85,255,0,0
33012,CAN,512,190,16,127,0,170,91,0,0
33025,CAN,256,191,102,74,107,11,0,0,0
33037,CAN,512,75,16,110,0,159,84,0,0
33050,CAN,256,224,64,76,91,41,0,0,0
33062,CAN,512,115,16,174,255,140,82,0,0
33075,CAN,256,101,112,82,94,144,255,0,0
33087,CAN,512,116,16,142,253,147,91,0,0
33100,CAN,256,104,91,53,96,135,0,0,0
33112,CAN,512,87,16,162,0,155,90,0,0
33125,CAN,256,101,85,56,123,100,255,0,0
33137,CAN,512,37,17,12,3,153,85,0,0
33150,CAN,256,84,101,79,65,221,0,0,0
33162,CAN,512,180,16,160,254,155,78,0,0
33175,CAN,256,136,103,49,98,25,0,0,0
33187,CAN,512,220,16,206,254,150,84,0,0
33200,CAN,256,110,110,94,103,121,0,0,0
33212,CAN,512,113,16,159,1,154,81,0,0
33225,CAN,256,62,122,38,100,68,1,0,0
33237,CAN,512,99,16,221,0,181,84,0,0
33250,CAN,256,16,95,51,169,172,254,0,0
33262,CAN,512,10,16,214,255,159,90,0,0
33275,CAN,256,28,91,63,130,101,255,0,0
33287,CAN,512,91,16,82,253,159,82,0,0
33300,CAN,256,86,98,97,102,117,254,0,0
33312,CAN,512,213,16,163,255,155,93,0,0
33325,CAN,256,130,78,56,117,160,0,0,0
33337,CAN,512,209,16,176,0,159,86,0,0
33350,CAN,256,104,101,56,93,231,255,0,0
33362,CAN,512,60,16,29,255,159,79,0,0
33375,CAN,256,131,85,88,109,173,0,0,0
33387,CAN,512,2,16,227,254,165,90,0,0
33400,CAN,256,118,106,80,107,76,0,0,0
33412,CAN,512,11,17,80,255,165,88,0,0
33425,CAN,256,67,78,37,123,152,255,0,0
33437,CAN,512,36,16,142,0,164,83,0,0
33450,CAN,256,73,113,30,119,120,255,0,0
33462,CAN,512,110,16,94,0,160,74,0,0
33475,CAN,256,27,85,42,95,233,255,0,0
33487,CAN,512,160,16,47,1,151,81,0,0
33500,CAN,256,62,88,78,82,211,255,0,0
33512,CAN,512,85,16,255,1,171,86,0,0
33525,CAN,256,158,90,92,83,243,0,0,0
33537,CAN,512,178,16,251,255,150,88,0,0
33550,CAN,256,6,80,76,86,250,254,0,0
33562,CAN,512,39,16,45,254,154,86,0,0
33575,CAN,256,171,91,31,66,5,1,0,0
33587,CAN,512,73,16,215,0,152,84,0,0
33600,CAN,256,44,78,73,120,146,255,0,0
33612,CAN,512,105,16,33,255,154,83,0,0
33625,CAN,256,200,84,59,76,130,0,0,0
33637,CAN,512,177,16,104,0,149,88,0,0
33650,CAN,256,7,73,73,118,93,1,0,0
33662,CAN,512,232,15,178,255,149,82,0,0
33675,CAN,256,48,89,40,82,194,255,0,0
33687,CAN,512,83,16,85,255,158,93,0,0
33700,CAN,256,124,71,32,126,45,254,0,0
33712,CAN,512,221,16,241,253,174,83,0,0
33725,CAN,256,159,85,72,125,192,255,0,0
33737,CAN,512,17,16,19,2,148,93,0,0
33750,CAN,256,180,87,48,121,225,255,0,0
33762,CAN,512,55,16,0,0,156,90,0,0
33775,CAN,256,94,85,53,76,235,0,0,0
33787,CAN,512,225,15,210,0,166,75,0,0
33800,CAN,256,64,108,55,106,13,0,0,0
33812,CAN,512,177,16,171,254,174,93,0,0
33825,CAN,256,29,122,35,68,217,0,0,0
33837,CAN,512,25,16,98,255,161,78,0,0
33850,CAN,256,33,95,38,109,103,1,0,0
33862,CAN,512,79,16,112,254,162,92,0,0
33875,CAN,256,114,99,80,112,169,255,0,0
33887,CAN,512,89,16,159,255,160,85,0,0
33900,CAN,256,150,85,65,127,103,0,0,0
33912,CAN,512,231,15,251,252,170,86,0,0
33925,CAN,256,42,102,71,71,209,255,0,0
33937,CAN,512,16,17,13,252,150,81,0,0
33950,CAN,256,61,93,33,52,1,0,0,0
33962,CAN,512,93,16,211,254,155,82,0,0
33975,CAN,256,45,83,87,133,76,0,0,0
33987,CAN,512,21,17,113,254,179,86,0,0
34000,CAN,256,118,80,90,125,244,254,0,0
34012,CAN,512,199,16,119,255,160,90,0,0
34025,CAN,256,165,81,69,108,39,254,0,0
34037,CAN,512,51,16,36,255,151,90,0,0
34050,CAN,256,251,108,38,84,67,0,0,0
34062,CAN,512,42,16,254,253,159,82,0,0
34075,CAN,256,100,87,75,91,164,0,0,0
34087,CAN,512,61,16,232,255,143,92,0,0
34100,CAN,256,104,85,61,73,94,0,0,0
34112,CAN,512,75,16,164,255,150,82,0,0
34125,CAN,256,21,99,69,97,62,1,0,0
34137,CAN,512,101,16,154,254,156,78,0,0
34150,CAN,256,141,79,31,108,205,0,0,0
34162,CAN,512,95,16,110,250,157,89,0,0
34175,CAN,256,157,96,18,84,22,0,0,0
34187,CAN,512,84,16,143,2,163,85,0,0
34200,CAN,256,165,106,38,114,194,255,0,0
34212,CAN,512,62,16,162,255,161,91,0,0
34225,CAN,256,137,84,84,76,93,1,0,0
34237,CAN,512,31,16,190,0,165,81,0,0
34250,CAN,256,42,106,38,117,80,255,0,0
34262,CAN,512,65,16,201,255,156,87,0,0
34275,CAN,256,33,105,52,63,235,0,0,0
34287,CAN,512,107,16,145,254,160,84,0,0
34300,CAN,256,233,82,70,124,159,0,0,0
34312,CAN,512,69,16,101,0,144,87,0,0
34325,CAN,256,113,100,51,129,13,0,0,0
34337,CAN,512,109,16,47,254,158,89,0,0
34350,CAN,256,48,100,22,123,204,0,0,0
34362,CAN,512,149,16,66,0,149,76,0,0
34375,CAN,256,228,81,76,104,136,0,0,0
34387,CAN,512,136,16,67,0,160,80,0,0
34400,CAN,256,156,80,83,134,109,254,0,0
34412,CAN,512,60,16,181,1,161,88,0,0
34425,CAN,256,177,73,43,74,147,255,0,0
34437,CAN,512,108,16,28,255,155,88,0,0
34450,CAN,256,188,93,63,121,142,255,0,0
34462,CAN,512,254,15,232,255,163,84,0,0
34475,CAN,256,200,86,89,104,26,0,0,0
34487,CAN,512,142,16,175,1,155,74,0,0
34500,CAN,256,240,108,45,122,99,0,0,0
34512,CAN,512,162,16,48,251,164,89,0,0
34525,CAN,256,75,116,43,95,209,254,0,0
34537,CAN,512,57,16,83,255,165,88,0,0
34550,CAN,256,65,93,55,134,188,255,0,0
34562,CAN,512,198,16,221,253,158,88,0,0
34575,CAN,256,74,93,67,89,238,255,0,0
34587,CAN,512,31,17,18,255,158,84,0,0
34600,CAN,256,204,95,91,96,126,0,0,0
34612,CAN,512,11,16,11,255,175,91,0,0
34625,CAN,256,173,82,48,69,131,0,0,0
34637,CAN,512,226,16,84,1,156,83,0,0
34650,CAN,256,240,117,71,110,208,0,0,0
34662,CAN,512,191,16,172,255,145,81,0,0
34675,CAN,256,147,116,74,110,255,255,0,0
34687,CAN,512,104,16,195,253,170,90,0,0
34700,CAN,256,236,83,62,94,70,0,0,0
34712,CAN,512,247,16,169,1,158,90,0,0
34725,CAN,256,98,114,39,125,31,255,0,0
34737,CAN,512,8,17,101,0,172,81,0,0
34750,CAN,256,83,123,23,108,192,255,0,0
34762,CAN,512,4,16,180,255,157,85,0,0
34775,CAN,256,134,73,62,106,123,255,0,0
34787,CAN,512,173,16,102,255,147,77,0,0
34800,CAN,256,216,72,58,128,12,255,0,0
34812,CAN,512,168,16,59,255,143,86,0,0
34825,CAN,256,5,114,48,92,74,0,0,0
34837,CAN,512,59,16,167,254,155,81,0,0
34850,CAN,256,134,89,79,117,204,255,0,0
34862,CAN,512,108,16,80,3,157,84,0,0
34875,CAN,256,15,79,28,83,46,255,0,0
34887,CAN,512,157,16,180,253,171,93,0,0
34900,CAN,256,90,79,71,78,138,255,0,0
34912,CAN,512,34,16,197,255,161,94,0,0
34925,CAN,256,230,92,72,94,248,255,0,0
34937,CAN,512,24,16,145,1,159,79,0,0
34950,CAN,256,103,104,54,111,15,0,0,0
34962,CAN,512,8,16,190,0,144,74,0,0
34975,CAN,256,14,102,45,104,111,255,0,0
34987,CAN,512,26,16,150,253,160,77,0,0
35000,CAN,256,198,90,62,120,124,0,0,0
35012,CAN,512,102,16,123,1,146,87,0,0
35025,CAN,256,24,97,24,56,21,0,0,0
35037,CAN,512,86,16,122,2,155,90,0,0
35050,CAN,256,48,100,70,112,58,0,0,0
35062,CAN,512,49,16,7,2,176,85,0,0
35075,CAN,256,4,94,81,119,77,0,0,0
35087,CAN,512,85,16,29,255,164,79,0,0
35100,CAN,256,160,86,52,76,78,255,0,0
35112,CAN,512,217,16,156,254,175,84,0,0
35125,CAN,256,132,100,39,107,232,255,0,0
35137,CAN,512,45,16,160,255,163,85,0,0
35150,CAN,256,79,110,56,99,241,254,0,0
35162,CAN,512,17,16,63,255,163,88,0,0
35175,CAN,256,142,97,83,118,25,0,0,0
35187,CAN,512,141,16,155,254,167,88,0,0
35200,CAN,256,194,94,65,87,212,255,0,0
35212,CAN,512,90,16,96,255,163,76,0,0
35225,CAN,256,84,105,84,88,118,0,0,0
35237,CAN,512,46,16,18,2,157,85,0,0
35250,CAN,256,240,111,56,65,135,0,0,0
35262,CAN,512,131,16,63,253,157,78,0,0
35275,CAN,256,195,112,67,113,207,255,0,0
35287,CAN,512,77,16,92,1,150,78,0,0
35300,CAN,256,203,105,101,77,44,255,0,0
35312,CAN,512,95,16,208,255,156,85,0,0
35325,CAN,256,54,97,81,109,172,0,0,0
35337,CAN,512,15,16,236,254,169,76,0,0
35350,CAN,256,55,82,92,126,42,0,0,0
35362,CAN,512,155,16,145,0,149,85,0,0
35375,CAN,256,102,95,43,54,35,1,0,0
35387,CAN,512,142,16,190,1,165,92,0,0
35400,CAN,256,6,95,58,93,9,255,0,0
35412,CAN,512,76,16,111,0,159,77,0,0
35425,CAN,256,67,65,87,64,127,0,0,0
35437,CAN,512,189,16,72,4,145,86,0,0
35450,CAN,256,6,100,59,75,241,255,0,0
35462,CAN,512,148,16,32,253,161,87,0,0
35475,CAN,256,245,110,47,122,155,255,0,0
35487,CAN,512,248,16,106,253,154,79,0,0
35500,CAN,256,113,94,72,133,241,255,0,0
35512,CAN,512,185,16,119,1,163,94,0,0
35525,CAN,256,204,87,62,85,254,254,0,0
35537,CAN,512,135,16,88,1,150,80,0,0
35550,CAN,256,187,63,61,103,167,255,0,0
35562,CAN,512,19,16,122,252,162,92,0,0
35575,CAN,256,189,86,75,102,49,0,0,0
35587,CAN,512,94,16,222,254,158,81,0,0
35600,CAN,256,52,87,38,96,82,255,0,0
35612,CAN,512,136,16,16,2,139,94,0,0
35625,CAN,256,183,102,57,104,19,1,0,0
35637,CAN,512,181,16,157,2,166,86,0,0
35650,CAN,256,175,95,52,132,97,255,0,0
35662,CAN,512,92,16,151,1,161,81,0,0
35675,CAN,256,56,96,4,94,248,255,0,0
35687,CAN,512,103,16,179,1,157,82,0,0
35700,CAN,256,130,106,64,113,150,254,0,0
35712,CAN,512,60,16,35,2,153,84,0,0
35725,CAN,256,228,109,89,92,237,254,0,0
35737,CAN,512,158,16,79,0,162,86,0,0
35750,CAN,256,148,56,66,86,2,0,0,0
35762,CAN,512,73,16,125,255,141,88,0,0
35775,CAN,256,62,93,87,93,68,0,0,0
35787,CAN,512,53,17,224,255,154,88,0,0
35800,CAN,256,115,94,58,103,48,1,0,0
35812,CAN,512,64,16,88,5,143,92,0,0
35825,CAN,256,248,97,21,109,231,0,0,0
35837,CAN,512,124,16,180,0,147,70,0,0
35850,CAN,256,94,103,52,111,101,0,0,0
35862,CAN,512,246,15,204,0,157,77,0,0
35875,CAN,256,97,117,50,128,11,255,0,0
35887,CAN,512,48,16,7,251,162,91,0,0
35900,CAN,256,155,85,94,88,221,255,0,0
35912,CAN,512,253,15,245,1,162,87,0,0
35925,CAN,256,102,81,79,107,248,255,0,0
35937,CAN,512,228,16,172,253,159,91,0,0
35950,CAN,256,59,91,66,107,222,255,0,0
35962,CAN,512,155,16,148,254,158,84,0,0
35975,CAN,256,16,93,48,108,184,255,0,0
35987,CAN,512,212,16,28,1,185,90,0,0
36000,CAN,256,68,78,75,79,140,0,0,0
36012,CAN,512,50,16,61,2,160,90,0,0
36025,CAN,256,92,102,50,101,80,0,0,0
36037,CAN,512,92,16,188,1,149,89,0,0
36050,CAN,256,101,97,73,113,228,0,0,0
36062,CAN,512,32,16,161,2,164,88,0,0
36075,CAN,256,120,84,69,72,225,255,0,0
36087,CAN,512,76,16,81,255,169,85,0,0
36100,CAN,256,44,90,71,103,217,255,0,0
36112,CAN,512,250,15,164,1,159,97,0,0
36125,CAN,256,26,112,90,100,170,0,0,0
36137,CAN,512,211,15,71,250,160,85,0,0
36150,CAN,256,192,76,78,94,83,254,0,0
36162,CAN,512,142,16,196,2,159,91,0,0
36175,CAN,256,9,114,50,120,56,255,0,0
36187,CAN,512,193,16,86,0,161,78,0,0
36200,CAN,256,167,94,76,65,6,255,0,0
36212,CAN,512,244,15,8,255,166,87,0,0
36225,CAN,256,87,107,31,80,113,1,0,0
36237,CAN,512,125,16,111,255,147,73,0,0
36250,CAN,256,246,71,58,34,113,255,0,0
36262,CAN,512,116,16,174,253,163,79,0,0
36275,CAN,256,61,76,62,85,203,0,0,0
36287,CAN,512,26,16,166,253,148,86,0,0
36300,CAN,256,41,99,73,95,220,255,0,0
36312,CAN,512,36,16,183,254,156,82,0,0
36325,CAN,256,167,98,77,85,236,255,0,0
36337,CAN,512,65,16,187,254,149,81,0,0
36350,CAN,256,149,65,88,98,171,255,0,0
36362,CAN,512,157,16,26,3,153,86,0,0
36375,CAN,256,46,98,53,104,79,255,0,0
36387,CAN,512,139,16,126,0,153,85,0,0
36400,CAN,256,16,75,40,95,62,255,0,0
36412,CAN,512,89,16,239,2,156,81,0,0
36425,CAN,256,70,81,57,74,36,255,0,0
36437,CAN,512,63,16,228,253,157,89,0,0
36450,CAN,256,185,102,57,101,16,0,0,0
36462,CAN,512,23,16,144,254,152,94,0,0
36475,CAN,256,55,86,73,82,189,255,0,0
36487,CAN,512,196,16,80,0,168,83,0,0
36500,CAN,256,85,112,22,143,223,254,0,0
36512,CAN,512,112,16,13,2,157,82,0,0
36525,CAN,256,104,90,64,127,5,0,0,0
36537,CAN,512,102,16,151,0,157,83,0,0
36550,CAN,256,234,100,122,98,225,255,0,0
36562,CAN,512,102,16,142,255,161,89,0,0
36575,CAN,256,221,103,49,85,57,0,0,0
36587,CAN,512,229,16,28,1,166,81,0,0
36600,CAN,256,205,91,76,76,215,0,0,0
36612,CAN,512,51,16,204,1,141,85,0,0
36625,CAN,256,123,87,69,56,53,255,0,0
36637,CAN,512,12,16,239,1,166,86,0,0
36650,CAN,256,244,88,48,66,21,255,0,0
36662,CAN,512,52,16,7,255,167,96,0,0
36675,CAN,256,61,90,59,97,90,254,0,0
36687,CAN,512,133,16,215,255,165,76,0,0
36700,CAN,256,216,65,97,135,54,255,0,0
36712,CAN,512,133,16,190,252,157,93,0,0
36725,CAN,256,48,81,90,155,206,0,0,0
36737,CAN,512,121,16,227,255,161,82,0,0
36750,CAN,256,80,71,27,111,101,255,0,0
36762,CAN,512,246,16,188,1,149,91,0,0
36775,CAN,256,185,85,79,112,188,0,0,0
36787,CAN,512,159,16,84,253,156,89,0,0
36800,CAN,256,6,90,56,83,125,0,0,0
36812,CAN,512,222,16,54,0,164,86,0,0
36825,CAN,256,41,73,48,85,128,254,0,0
36837,CAN,512,199,16,76,255,157,88,0,0
36850,CAN,256,35,82,52,98,199,255,0,0
36862,CAN,512,115,16,217,0,175,88,0,0
36875,CAN,256,43,97,102,111,222,255,0,0
36887,CAN,512,137,16,53,2,171,84,0,0
36900,CAN,256,61,67,42,112,121,255,0,0
36912,CAN,512,249,15,34,2,162,97,0,0
36925,CAN,256,76,88,66,103,23,0,0,0
36937,CAN,512,58,16,167,0,159,90,0,0
36950,CAN,256,244,90,73,109,149,255,0,0
36962,CAN,512,61,16,146,253,167,84,0,0
36975,CAN,256,98,89,91,67,112,255,0,0
36987,CAN,512,53,16,10,255,176,87,0,0
